NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
997,CM_997_Pub_1843,1843,1890,,Dépôt Général de la Marine.,DA (56 x 42 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île),"SPENCE EME),THOMAS (George)","CAPLIN,HACQ",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_997_Pub_1843/file/ARCHIVES_CM_997_Pub_1843.7z,,,,
998,CM_998_Pub_1843_Ed_1861,1843,0,1/2 094 300,Dépôt Général de la Marine.,GA (85 x 59 cm),"ATLANTIQUE,ANTILLES (Mer),MEXIQUE (Golfe)","CUBA,HAITI,JAMAIQUE","ANTILLES, BAHAMA (îles)","JOHNSTONE,TAPPER","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_998_Pub_1843_Ed_1861/file/ARCHIVES_CM_998_Pub_1843_Ed_1861.7z,,,,
999,CM_999_Pub_1843_Ed_1852,1843,0,1/2 191 700,Dépôt Général de la Marine.,GA (88 x 58 cm),"ATLANTIQUE,ANTILLES (Partie Est),ANTILLES (Mer)",VENEZUELA,"JAMAIQUE, BARBADE","SPENCE EME),MURRAY (John)","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_999_Pub_1843_Ed_1852/file/ARCHIVES_CM_999_Pub_1843_Ed_1852.7z,,,,
3289,CM_3289_Pub_1874_Corr_1882,1874,1892,1/39 650,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,CHICHIRIVICHI (Port),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3290_Pub_1874/file/ARCHIVES_CM_3290_Pub_1874.7z,-68.375,-68.2166667,10.8861111,11
3290,CM_3290_Pub_1874,1874,1892,1/115 400,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",COLOMBIE,CISPATA (Port),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3291_Pub_1874/file/ARCHIVES_CM_3291_Pub_1874.7z,-76,-75.6916666999999,9.3,9.5
3291,CM_3291_Pub_1874,1874,1892,1/25 350,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,TURIAMO (Port),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3292_Pub_1874/file/ARCHIVES_CM_3292_Pub_1874.7z,-67.8666666999999,-67.825,10.425,10.5
3292,CM_3292_Pub_1874,1874,1892,1/61 200,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",COLOMBIE,BAHIA HONDA,,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3292_Pub_1874_Corr_1875/file/ARCHIVES_CM_3292_Pub_1874_Corr_1875.7z,71.8583332999999,71.7166667,12.3,12.425
3292,CM_3292_Pub_1874_Corr_1875,1874,1892,1/61 200,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",COLOMBIE,BAHIA HONDA,,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3293_Pub_1874/file/ARCHIVES_CM_3293_Pub_1874.7z,71.8583332999999,71.7166667,12.3,12.425
3293,CM_3293_Pub_1874,1874,1892,1/29 150,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,CORSARIOS (Mouillage),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3294_Pub_1874/file/ARCHIVES_CM_3294_Pub_1874.7z,-66.1083332999999,-66.0333332999999,10.5666667,10.6083333
3294,CM_3294_Pub_1874,1874,1904,1/47 500,Dépôt des Cartes et Plans de la Marine.,QA (45 x 29 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",PEROU,"FERROL (Baie), CHIMBOTE (Baie)","POUTHIER,BLAREZ,LAPIED",MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3295_Pub_1874/file/ARCHIVES_CM_3295_Pub_1874.7z,-78.6666666999999,-78.5416666999999,-9.1875,-9.0708333
3295,CM_3295_Pub_1874,1874,1879,1/10 100,Dépôt des Cartes et Plans de la Marine.,DA (60 x 42 cm),"PACIFIQUE,SIAM (Golfe),THAILANDE (Golfe)",,"PHU-QUOC (île - Abords), PIRATES (îles)",PUECH,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3296_Pub_1874/file/ARCHIVES_CM_3296_Pub_1874.7z,104.30194,104.362318,10.260628,10.339171
3296,CM_3296_Pub_1874,1874,1914,1/10 100,Dépôt des Cartes et Plans de la Marine.,QA (42 x 30 cm),"PACIFIQUE,CHINE (Mer)","COCHINCHINE (Basse),VIETNAM","MEKONG (Cours), MITHO (Rade), MYTHO (Rade)",VIDALIN (F),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3297_Pub_1874/file/ARCHIVES_CM_3297_Pub_1874.7z,106.3472222,106.3972222,10.3375,10.3638888999999
3297,CM_3297_Pub_1874,1874,1907,,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"PACIFIQUE,SIAM (Golfe),THAILANDE (Golfe)",,"PHU-QUOC (île), CUA-GIONG (Embouchure), DUONG-DONG",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3298_Pub_1874/file/ARCHIVES_CM_3298_Pub_1874.7z,103.9333333,103.9666667,10.2083333,10.2333333
3298,CM_3298_Pub_1874,1874,0,1/145 600,Dépôt des Cartes et Plans de la Marine.,HA (30 x 21 cm),"PACIFIQUE,SIAM (Golfe),THAILANDE (Golfe)",,"PHU-QUOC (île), HAM-NINH (Mouillage), BAI-DOC (Mouillage)",BEHIC,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3299_Pub_1874/file/ARCHIVES_CM_3299_Pub_1874.7z,104.0316667,104.1166667,10.2694443999999,10.4416667
3299,CM_3299_Pub_1874,1874,1914,1/10 100,Dépôt des Cartes et Plans de la Marine.,HA (30 x 23 cm),"PACIFIQUE,SIAM (Golfe),THAILANDE (Golfe)",,"PHU-QUOC (île), RETRAM (Baie)",BEHIC,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3300_Pub_1874/file/ARCHIVES_CM_3300_Pub_1874.7z,103.9511111,103.9955556,10.3958333,10.4499999999999
3300,CM_3300_Pub_1874,1874,1986,1/76 600,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",VIERGES (îles),ANTILLES,"LAWRANCE,PARSONS,TUSON,PLOIX (Ch)","BLONDEAU,NAUDIN,NYON,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3300_Pub_1874_Ed_1934_Corr_1985/file/ARCHIVES_CM_3300_Pub_1874_Ed_1934_Corr_1985.7z,-64.5716666999999,-64.1363889,18.2297222,18.8522222
3300,CM_3300_Pub_1874_Ed_1934_Corr_1985,1874,1986,1/76 600,"Service Hydrographique de la Marine, Paris.",GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",VIERGES (îles),ANTILLES,"LAWRANCE,PARSONS,TUSON,PLOIX (Ch)","BLONDEAU,NAUDIN,NYON,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3300_Pub_1874_Remp_1934_Corr_1936/file/ARCHIVES_CM_3300_Pub_1874_Remp_1934_Corr_1936.7z,-64.5716666999999,-64.1363889,18.2297222,18.8522222
3300,CM_3300_Pub_1874_Remp_1934_Corr_1936,1874,1986,1/76 600,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"ATLANTIQUE,ANTILLES (Mer)",VIERGES (îles),ANTILLES,"LAWRANCE,PARSONS,TUSON,PLOIX (Ch)","BLONDEAU,NAUDIN,NYON,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3301_Pub_1874/file/ARCHIVES_CM_3301_Pub_1874.7z,-64.5716666999999,-64.1363889,18.2297222,18.8522222
3301,CM_3301_Pub_1874,1874,1876,1/5 300,Dépôt des Cartes et Plans de la Marine.,QA (46 x 31 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),NEWHAVEN (Port),"BULLOCK (F),VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3302_Pub_1874/file/ARCHIVES_CM_3302_Pub_1874.7z,0.0466667,0.07,50.7694443999999,50.7944444
3302,CM_3302_Pub_1874,1874,1891,1/20 600,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)","PANAMA,COLOMBIE",CARRETO (Port),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3303_Pub_1874/file/ARCHIVES_CM_3303_Pub_1874.7z,-77.5833333,-77.525,8.7583333,8.8166667
3303,CM_3303_Pub_1874,1874,1892,1/16 600,Dépôt des Cartes et Plans de la Marine.,HA (31 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,UNARE (Anse),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3304_Pub_1874/file/ARCHIVES_CM_3304_Pub_1874.7z,-62.7916667,-62.7416667,10.7291667,10.7541667
3304,CM_3304_Pub_1874,1874,1892,1/30 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,PORTO SANTO (Anses),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3305_Pub_1874/file/ARCHIVES_CM_3305_Pub_1874.7z,-63.2,-63.1333332999999,10.7041667,10.75
3305,CM_3305_Pub_1874,1874,1892,1/30 300,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,ESMERALDA (Anse),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3306_Pub_1874/file/ARCHIVES_CM_3306_Pub_1874.7z,-63.5708332999999,-63.4833332999999,10.6208332999999,10.6666667
3306,CM_3306_Pub_1874,1874,1892,1/34 550,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",COLOMBIE,CANDELARIA (Baie),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3307_Pub_1874/file/ARCHIVES_CM_3307_Pub_1874.7z,-76.9833332999999,-76.8666666999999,8.0833333,8.21666669999999
3307,CM_3307_Pub_1874,1874,1894,1/21 300,Dépôt des Cartes et Plans de la Marine.,HA (31 x 21 cm),PACIFIQUE,"JAPON,U.R.S.S. (Côte Est)","SAGHALIEN (île - Côte Ouest), SAKHALINE (île - Côte Ouest), CHITOSE WAN, KARSAKOVSK (Rade), OTOMARI (Rade)",MANEN (L),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3308_Pub_1874/file/ARCHIVES_CM_3308_Pub_1874.7z,142.7333333,142.775,46.6083332999999,46.6583333
3308,CM_3308_Pub_1874,1874,1994,1/10 100,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),ATLANTIQUE,ESPAGNE (Côte Nord),"GASCOGNE (Golfe), SANTANDER (Port)",VIDALIN (F),HEMERY (E),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3308_Pub_1874_Ed_1910_Corr_1923/file/ARCHIVES_CM_3308_Pub_1874_Ed_1910_Corr_1923.7z,-3.8333333,-3.7236111,43.4977778,43.4408333
3308,CM_3308_Pub_1874_Ed_1910_Corr_1923,1874,1994,1/10 100,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),ATLANTIQUE,ESPAGNE (Côte Nord),"GASCOGNE (Golfe), SANTANDER (Port)",VIDALIN (F),HEMERY (E),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3308_Pub_1874_Ed_1956_Corr_1993/file/ARCHIVES_CM_3308_Pub_1874_Ed_1956_Corr_1993.7z,-3.8333333,-3.7236111,43.4977778,43.4408333
3308,CM_3308_Pub_1874_Ed_1956_Corr_1993,1874,1994,1/10 100,"Service Hydrographique et Océanographique de la Marine, France.",GA (89 x 60 cm),ATLANTIQUE,ESPAGNE (Côte Nord),"GASCOGNE (Golfe), SANTANDER (Port)",VIDALIN (F),HEMERY (E),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3309_Pub_1874/file/ARCHIVES_CM_3309_Pub_1874.7z,-3.8333333,-3.7236111,43.4977778,43.4408333
3309,CM_3309_Pub_1874,1874,1892,1/29 800,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,CARUPANO (Anse),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3309_Pub_1874_Ed_1888/file/ARCHIVES_CM_3309_Pub_1874_Ed_1888.7z,-63.2833333,-63.225,10.6666667,10.7083333
3309,CM_3309_Pub_1874_Ed_1888,1874,1892,1/29 800,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,CARUPANO (Anse),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3310_Pub_1874/file/ARCHIVES_CM_3310_Pub_1874.7z,-63.2833333,-63.225,10.6666667,10.7083333
3310,CM_3310_Pub_1874,1874,1892,1/26 800,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Nord),ANTILLES (Mer)",VENEZUELA,MOCHIMA (Mouillage),,MARTIN (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3311_Pub_1874/file/ARCHIVES_CM_3311_Pub_1874.7z,-64.3791666999999,-64.3208333,10.3333333,10.4041666999999
3311,CM_3311_Pub_1874,1874,1974,1/15 070,Dépôt des Cartes et Plans de la Marine.,GA (89 x 59 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord), PAPEETE, VENUS (Pointe)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3311_Pub_1874_Ed_1907_Corr_1915/file/ARCHIVES_CM_3311_Pub_1874_Ed_1907_Corr_1915.7z,-149.6005556,-149.4725,-17.5544444,-17.4727777999999
3311,CM_3311_Pub_1874_Ed_1907_Corr_1915,1874,1974,1/15 070,Dépôt des Cartes et Plans de la Marine.,GA (89 x 59 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord), PAPEETE, VENUS (Pointe)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3311_Pub_1874_Ed_1937_Corr_1973/file/ARCHIVES_CM_3311_Pub_1874_Ed_1937_Corr_1973.7z,-149.6005556,-149.4725,-17.5544444,-17.4727777999999
3311,CM_3311_Pub_1874_Ed_1937_Corr_1973,1874,1974,1/15 070,"Service Hydrographique de la Marine, Paris.",GA (89 x 59 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord), PAPEETE, VENUS (Pointe)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3312_Pub_1875/file/ARCHIVES_CM_3312_Pub_1875.7z,-149.6005556,-149.4725,-17.5544444,-17.4727777999999
3312,CM_3312_Pub_1875,1875,1885,1/73 000,Dépôt des Cartes et Plans de la Marine.,DA (60 x 44 cm),"PACIFIQUE,CORAIL (Mer),AUSTRALIE (Côte Est)",,CURTIS (Port),"STANLEY,BEDWELL",CORNELIS,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3312_Pub_1875_Corr_1885/file/ARCHIVES_CM_3312_Pub_1875_Corr_1885.7z,151.216666699999,151.6430556,-24.0430555999999,-23.7536111
3312,CM_3312_Pub_1875_Corr_1885,1875,1885,1/73 000,Dépôt des Cartes et Plans de la Marine.,DA (60 x 44 cm),"PACIFIQUE,CORAIL (Mer),AUSTRALIE (Côte Est)",,CURTIS (Port),"STANLEY,BEDWELL",CORNELIS,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3313_Pub_1874/file/ARCHIVES_CM_3313_Pub_1874.7z,151.216666699999,151.6430556,-24.0430555999999,-23.7536111
3313,CM_3313_Pub_1874,1874,1902,1/6 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),"PAS DE CALAIS, FOLKESTONE (Port)","BULLOCK (F),VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3313_Pub_1874_Ed_1888/file/ARCHIVES_CM_3313_Pub_1874_Ed_1888.7z,1.175,1.2027778,51.0638889,51.0874999999999
3313,CM_3313_Pub_1874_Ed_1888,1874,1902,1/6 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),"PAS DE CALAIS, FOLKESTONE (Port)","BULLOCK (F),VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3314_Pub_1874/file/ARCHIVES_CM_3314_Pub_1874.7z,1.175,1.2027778,51.0638889,51.0874999999999
3314,CM_3314_Pub_1874,1874,1888,1/6 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),"PAS DE CALAIS, DOUVRES (Port), DOVEA (Port)","PARSONS,VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3314_Pub_1874_Corr_1875/file/ARCHIVES_CM_3314_Pub_1874_Corr_1875.7z,1.3094444,1.3361111,51.1036111,51.1208333
3314,CM_3314_Pub_1874_Corr_1875,1874,1888,1/6 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),"PAS DE CALAIS, DOUVRES (Port), DOVEA (Port)","PARSONS,VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3314_Pub_1874_Corr_1876/file/ARCHIVES_CM_3314_Pub_1874_Corr_1876.7z,1.3094444,1.3361111,51.1036111,51.1208333
3314,CM_3314_Pub_1874_Corr_1876,1874,1888,1/6 200,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,MANCHE",ANGLETERRE (Côte Sud),"PAS DE CALAIS, DOUVRES (Port), DOVEA (Port)","PARSONS,VIDALIN (F)",MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3315_Pub_1874_Corr_1874/file/ARCHIVES_CM_3315_Pub_1874_Corr_1874.7z,1.3094444,1.3361111,51.1036111,51.1208333
3315,CM_3315_Pub_1874_Corr_1874,1874,1914,1/70 700,Dépôt des Cartes et Plans de la Marine.,GA (91 x 65 cm),"ATLANTIQUE,NORD (Mer)",ALLEMAGNE,ESCAUT (Embouchure),BLOMMENDAL,"MILLIAN (J),VIALARD,NAUDIN,NYON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3315_Pub_1874_Ed_1892/file/ARCHIVES_CM_3315_Pub_1874_Ed_1892.7z,2.9427778,3.8708333,51.3083333,51.7166666999999
3315,CM_3315_Pub_1874_Ed_1892,1874,1914,1/70 700,Dépôt des Cartes et Plans de la Marine.,GA (91 x 65 cm),"ATLANTIQUE,NORD (Mer)",ALLEMAGNE,ESCAUT (Embouchure),BLOMMENDAL,"MILLIAN (J),VIALARD,NAUDIN,NYON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3315_Pub_1874_Ed_1909_Corr_1913/file/ARCHIVES_CM_3315_Pub_1874_Ed_1909_Corr_1913.7z,2.9427778,3.8708333,51.3083333,51.7166666999999
3315,CM_3315_Pub_1874_Ed_1909_Corr_1913,1874,1914,1/70 700,Dépôt des Cartes et Plans de la Marine.,GA (91 x 65 cm),"ATLANTIQUE,NORD (Mer)",ALLEMAGNE,ESCAUT (Embouchure),BLOMMENDAL,"MILLIAN (J),VIALARD,NAUDIN,NYON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3318_Pub_1874/file/ARCHIVES_CM_3318_Pub_1874.7z,2.9427778,3.8708333,51.3083333,51.7166666999999
3318,CM_3318_Pub_1874,1874,1907,1/20 300,Dépôt des Cartes et Plans de la Marine.,DA (62 x 45 cm),"PACIFIQUE,SIAM (Golfe),THAILANDE (Golfe)",,"BAI-BA-LUONG (îles), BALUA (îles)",PUECH,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3320_Pub_1874_Corr_1884/file/ARCHIVES_CM_3320_Pub_1874_Corr_1884.7z,104.5166667,104.6166667,10.1166667,10.2958333
3320,CM_3320_Pub_1874_Corr_1884,1874,0,1/16 620,Dépôt des Cartes et Plans de la Marine.,DA (60 x 42 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Nord-Ouest), SAINTE-GENEVIEVE (Baie)","CLOUE (G),FREYCINET (Ch.De),MIOT (E),PILLET,RAPATEL (G),KERGARADEC (De)","LEFEVRE (F),NAUDIN,NYON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3320_Pub_1874_Ed_1913/file/ARCHIVES_CM_3320_Pub_1874_Ed_1913.7z,-56.8958333,-56.7958332999999,51.1097222,51.1994443999999
3320,CM_3320_Pub_1874_Ed_1913,1874,0,1/16 620,Dépôt des Cartes et Plans de la Marine.,DA (60 x 42 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Nord-Ouest), SAINTE-GENEVIEVE (Baie)","CLOUE (G),FREYCINET (Ch.De),MIOT (E),PILLET,RAPATEL (G),KERGARADEC (De)","LEFEVRE (F),NAUDIN,NYON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3320_Pub_1874_Ed_1913_Remp_1944/file/ARCHIVES_CM_3320_Pub_1874_Ed_1913_Remp_1944.7z,-56.8958333,-56.7958332999999,51.1097222,51.1994443999999
